"Class"	"Base"	"Abstract"	"Scope"	"ScopeReason"	"Field"	"Kind"	"Sig"	"Card"
"PubPageLayout"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MarginOutside"	"basic"	"Integer"	
"PubPageLayout"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MarginTop"	"basic"	"Integer"	
"PubPageLayout"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"Unicode"	
"PubPageLayout"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PosFooter"	"basic"	"Integer"	
"PubPageLayout"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PosHeader"	"basic"	"Integer"	
"PunctuationForm"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Form"	"basic"	"String"	
"Reminder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Date"	"basic"	"GenDate"	
"Reminder"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"basic"	"String"	
"ReversalIndex"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Entries"	"owning"	"ReversalIndexEntry"	"col"
"ReversalIndex"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PartsOfSpeech"	"owning"	"CmPossibilityList"	"atomic"
"ReversalIndex"	"CmMajorObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"WritingSystem"	"basic"	"Unicode"	
"ReversalIndexEntry"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"PartOfSpeech"	"rel"	"PartOfSpeech"	"atomic"
"ReversalIndexEntry"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"ReversalForm"	"basic"	"MultiUnicode"	
"ReversalIndexEntry"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Senses"	"rel"	"LexSense"	"seq"
"ReversalIndexEntry"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Subentries"	"owning"	"ReversalIndexEntry"	"seq"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"AnthroCodes"	"rel"	"CmAnthroItem"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Conclusions"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Confidence"	"rel"	"CmPossibility"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"CounterEvidence"	"rel"	"RnGenericRec"	"seq"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"CrossReferences"	"rel"	"CrossReference"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"DateModified"	"basic"	"Time"	
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"DateOfEvent"	"basic"	"GenDate"	
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Discussion"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ExternalMaterials"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"FurtherQuestions"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Hypothesis"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Locations"	"rel"	"CmLocation"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Participants"	"owning"	"RnRoledPartic"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PersonalNotes"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"PhraseTags"	"rel"	"CmPossibility"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Reminders"	"rel"	"Reminder"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Researchers"	"rel"	"CmPerson"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ResearchPlan"	"owning"	"StText"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Restrictions"	"rel"	"CmPossibility"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SeeAlso"	"rel"	"RnGenericRec"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Sources"	"rel"	"CmPerson"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Status"	"rel"	"CmPossibility"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SubRecords"	"owning"	"RnGenericRec"	"seq"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SupersededBy"	"rel"	"RnGenericRec"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SupportingEvidence"	"rel"	"RnGenericRec"	"seq"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Text"	"rel"	"Text"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"TimeOfEvent"	"rel"	"CmPossibility"	"col"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Title"	"basic"	"String"	
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Type"	"rel"	"CmPossibility"	"atomic"
"RnGenericRec"	"CmObject"	"false"	"out"	"not-domain-reachable"	"VersionHistory"	"owning"	"StText"	"atomic"
"RnResearchNbk"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"CrossReferences"	"owning"	"CrossReference"	"col"
"RnResearchNbk"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Records"	"owning"	"RnGenericRec"	"col"
"RnResearchNbk"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"RecTypes"	"owning"	"CmPossibilityList"	"atomic"
"RnResearchNbk"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Reminders"	"owning"	"Reminder"	"col"
"RnRoledPartic"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Participants"	"rel"	"CmPerson"	"col"
"RnRoledPartic"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Role"	"rel"	"CmPossibility"	"atomic"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Abbrev"	"basic"	"MultiUnicode"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BookId"	"rel"	"ScrBookRef"	"atomic"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"CanonicalNum"	"basic"	"Integer"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Diffs"	"owning"	"ScrDifference"	"col"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Footnotes"	"owning"	"ScrFootnote"	"seq"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"IdText"	"basic"	"Unicode"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ImportedBtCheckSum"	"basic"	"MultiUnicode"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ImportedCheckSum"	"basic"	"Unicode"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Sections"	"owning"	"ScrSection"	"seq"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Title"	"owning"	"StText"	"atomic"
"ScrBook"	"CmObject"	"false"	"out"	"not-domain-reachable"	"UseChapterNumHeading"	"basic"	"Boolean"	
"ScrBookAnnotations"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ChkHistRecs"	"owning"	"ScrCheckRun"	"col"
"ScrBookAnnotations"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Notes"	"owning"	"ScrScriptureNote"	"seq"
"ScrBookRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BookAbbrev"	"basic"	"MultiUnicode"	
"ScrBookRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BookName"	"basic"	"MultiUnicode"	
"ScrBookRef"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BookNameAlt"	"basic"	"MultiUnicode"	
"ScrCheckRun"	"CmObject"	"false"	"out"	"not-domain-reachable"	"CheckId"	"basic"	"Guid"	
"ScrCheckRun"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Result"	"basic"	"Integer"	
"ScrCheckRun"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RunDate"	"basic"	"Time"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"DiffType"	"basic"	"Integer"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RefEnd"	"basic"	"Integer"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RefStart"	"basic"	"Integer"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RevLim"	"basic"	"Integer"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RevMin"	"basic"	"Integer"	
"ScrDifference"	"CmObject"	"false"	"out"	"not-domain-reachable"	"RevParagraph"	"rel"	"StPara"	"atomic"
"ScrDraft"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Books"	"owning"	"ScrBook"	"seq"
"ScrDraft"	"CmObject"	"false"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"ScrDraft"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"basic"	"Unicode"	
"ScrDraft"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Protected"	"basic"	"Boolean"	
"ScrDraft"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Type"	"basic"	"Integer"	
"ScrFootnote"	"StFootnote"	"false"	"out"	"not-domain-reachable"	"ParaContainingOrc"	"rel"	"ScrTxtPara"	"atomic"
"ScrImportP6Project"	"ScrImportSource"	"false"	"out"	"not-domain-reachable"	"ParatextID"	"basic"	"Unicode"	
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BackTransSources"	"owning"	"ScrImportSource"	"col"
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Description"	"basic"	"MultiUnicode"	
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ImportProjToken"	"basic"	"Unicode"	
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ImportType"	"basic"	"Integer"	
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"MultiUnicode"	
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"NoteMappings"	"owning"	"ScrMarkerMapping"	"col"
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"NoteSources"	"owning"	"ScrImportSource"	"col"
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ScriptureMappings"	"owning"	"ScrMarkerMapping"	"col"
"ScrImportSet"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ScriptureSources"	"owning"	"ScrImportSource"	"col"
"ScrImportSFFiles"	"ScrImportSource"	"false"	"out"	"not-domain-reachable"	"FileFormat"	"basic"	"Integer"	
"ScrImportSFFiles"	"ScrImportSource"	"false"	"out"	"not-domain-reachable"	"Files"	"owning"	"CmFile"	"col"
"ScrImportSource"	"CmObject"	"true"	"out"	"not-domain-reachable"	"NoteType"	"rel"	"CmAnnotationDefn"	"atomic"
"ScrImportSource"	"CmObject"	"true"	"out"	"not-domain-reachable"	"WritingSystem"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ArchivedDrafts"	"owning"	"ScrDraft"	"col"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"BookAnnotations"	"owning"	"ScrBookAnnotations"	"seq"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Bridge"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ChapterLabel"	"basic"	"String"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ChapterVerseSepr"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ConvertCVDigitsOnExport"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"CrossRefMarkerSymbol"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"CrossRefMarkerType"	"basic"	"Integer"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"CrossRefsCombinedWithFootnotes"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"DisplayCrossRefReference"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"DisplayFootnoteReference"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"DisplaySymbolInCrossRef"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"DisplaySymbolInFootnote"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"FootnoteMarkerSymbol"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"FootnoteMarkerType"	"basic"	"Integer"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ImportSettings"	"owning"	"ScrImportSet"	"col"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"NoteCategories"	"owning"	"CmPossibilityList"	"atomic"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"PsalmLabel"	"basic"	"String"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"RefSepr"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Resources"	"owning"	"CmResource"	"col"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"RestartFootnoteBoundary"	"basic"	"Integer"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"RestartFootnoteSequence"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ScriptDigitZero"	"basic"	"Integer"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"ScriptureBooks"	"owning"	"ScrBook"	"seq"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Styles"	"owning"	"StStyle"	"col"
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"UseScriptDigits"	"basic"	"Boolean"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"VersePunct"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"VerseSepr"	"basic"	"Unicode"	
"Scripture"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Versification"	"basic"	"Integer"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BeginMarker"	"basic"	"Unicode"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Domain"	"basic"	"Integer"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"EndMarker"	"basic"	"Unicode"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Excluded"	"basic"	"Boolean"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"NoteType"	"rel"	"CmAnnotationDefn"	"atomic"
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Style"	"rel"	"StStyle"	"atomic"
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Target"	"basic"	"Integer"	
"ScrMarkerMapping"	"CmObject"	"false"	"out"	"not-domain-reachable"	"WritingSystem"	"basic"	"Unicode"	
"ScrRefSystem"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Books"	"owning"	"ScrBookRef"	"seq"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Categories"	"rel"	"CmPossibility"	"seq"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"DateResolved"	"basic"	"Time"	
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Discussion"	"owning"	"StJournalText"	"atomic"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Quote"	"owning"	"StJournalText"	"atomic"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Recommendation"	"owning"	"StJournalText"	"atomic"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Resolution"	"owning"	"StJournalText"	"atomic"
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"ResolutionStatus"	"basic"	"Integer"	
"ScrScriptureNote"	"CmBaseAnnotation"	"false"	"out"	"not-domain-reachable"	"Responses"	"owning"	"StJournalText"	"seq"
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Content"	"owning"	"StText"	"atomic"
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Heading"	"owning"	"StText"	"atomic"
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"VerseRefEnd"	"basic"	"Integer"	
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"VerseRefMax"	"basic"	"Integer"	
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"VerseRefMin"	"basic"	"Integer"	
"ScrSection"	"CmObject"	"false"	"out"	"not-domain-reachable"	"VerseRefStart"	"basic"	"Integer"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Analyses"	"rel"	"IAnalysis"	"seq"
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BeginOffset"	"basic"	"Integer"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BeginTimeOffset"	"basic"	"Unicode"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"EndTimeOffset"	"basic"	"Unicode"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"FreeTranslation"	"basic"	"MultiString"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"LiteralTranslation"	"basic"	"MultiString"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MediaURI"	"rel"	"CmMediaURI"	"atomic"
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Notes"	"owning"	"Note"	"seq"
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Reference"	"basic"	"String"	
"Segment"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Speaker"	"rel"	"CmPerson"	"atomic"
"StFootnote"	"StText"	"false"	"out"	"not-domain-reachable"	"FootnoteMarker"	"basic"	"String"	
"StJournalText"	"StText"	"false"	"out"	"not-domain-reachable"	"CreatedBy"	"rel"	"CmPerson"	"atomic"
"StJournalText"	"StText"	"false"	"out"	"not-domain-reachable"	"DateCreated"	"basic"	"Time"	
"StJournalText"	"StText"	"false"	"out"	"not-domain-reachable"	"ModifiedBy"	"rel"	"CmPerson"	"atomic"
"StPara"	"CmObject"	"true"	"in"	"domain-reachable from lexical/grammar roots"	"StyleRules"	"basic"	"TextPropBinary"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"BasedOn"	"rel"	"StStyle"	"atomic"
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Context"	"basic"	"Integer"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Function"	"basic"	"Integer"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"IsBuiltIn"	"basic"	"Boolean"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"IsModified"	"basic"	"Boolean"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"IsPublishedTextStyle"	"basic"	"Boolean"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Name"	"basic"	"Unicode"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Next"	"rel"	"StStyle"	"atomic"
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Rules"	"basic"	"TextPropBinary"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Structure"	"basic"	"Integer"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Type"	"basic"	"Integer"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Usage"	"basic"	"MultiUnicode"	
"StStyle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"UserLevel"	"basic"	"Integer"	
"StText"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"DateModified"	"basic"	"Time"	
"StText"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Paragraphs"	"owning"	"StPara"	"seq"
"StText"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"RightToLeft"	"basic"	"Boolean"	
"StText"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Tags"	"owning"	"TextTag"	"col"
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"AnalyzedTextObjects"	"owning"	"CmObject"	"seq"
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"Contents"	"basic"	"String"	
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"Label"	"basic"	"String"	
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"ParseIsCurrent"	"basic"	"Boolean"	
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"Segments"	"owning"	"Segment"	"seq"
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"TextObjects"	"rel"	"CmObject"	"seq"
"StTxtPara"	"StPara"	"false"	"out"	"not-domain-reachable"	"Translations"	"owning"	"CmTranslation"	"col"
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Abbreviation"	"basic"	"MultiUnicode"	
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Contents"	"owning"	"StText"	"atomic"
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Genres"	"rel"	"CmPossibility"	"col"
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"IsTranslated"	"basic"	"Boolean"	
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"MediaFiles"	"owning"	"CmMediaContainer"	"atomic"
"Text"	"CmMajorObject"	"false"	"out"	"not-domain-reachable"	"Source"	"basic"	"MultiString"	
"TextTag"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"BeginAnalysisIndex"	"basic"	"Integer"	
"TextTag"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"BeginSegment"	"rel"	"Segment"	"atomic"
"TextTag"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"EndAnalysisIndex"	"basic"	"Integer"	
"TextTag"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"EndSegment"	"rel"	"Segment"	"atomic"
"TextTag"	"CmObject"	"false"	"in"	"domain-reachable from lexical/grammar roots"	"Tag"	"rel"	"CmPossibility"	"atomic"
"UserAppFeatAct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ActivatedLevel"	"basic"	"Integer"	
"UserAppFeatAct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"ApplicationId"	"basic"	"Guid"	
"UserAppFeatAct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"FeatureId"	"basic"	"Integer"	
"UserAppFeatAct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"UserConfigAcct"	"rel"	"UserConfigAcct"	"col"
"UserConfigAcct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"HasMaintenance"	"basic"	"Boolean"	
"UserConfigAcct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Sid"	"basic"	"Binary"	
"UserConfigAcct"	"CmObject"	"false"	"out"	"not-domain-reachable"	"UserLevel"	"basic"	"Integer"	
"VirtualOrdering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Field"	"basic"	"Unicode"	
"VirtualOrdering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Items"	"rel"	"CmObject"	"seq"
"VirtualOrdering"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Source"	"rel"	"CmObject"	"atomic"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Category"	"rel"	"PartOfSpeech"	"atomic"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"CompoundRuleApps"	"rel"	"MoCompoundRule"	"seq"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Derivation"	"owning"	"MoDeriv"	"atomic"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Evaluations"	"rel"	"CmAgentEvaluation"	"col"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"InflTemplateApps"	"rel"	"MoInflAffixTemplate"	"seq"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Meanings"	"owning"	"WfiGloss"	"col"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MorphBundles"	"owning"	"WfiMorphBundle"	"seq"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"MsFeatures"	"owning"	"FsFeatStruc"	"atomic"
"WfiAnalysis"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Stems"	"rel"	"LexEntry"	"col"
"WfiGloss"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Form"	"basic"	"MultiUnicode"	
"WfiMorphBundle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Form"	"basic"	"MultiString"	
"WfiMorphBundle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"InflType"	"rel"	"LexEntryInflType"	"atomic"
"WfiMorphBundle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Morph"	"rel"	"MoForm"	"atomic"
"WfiMorphBundle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Msa"	"rel"	"MoMorphSynAnalysis"	"atomic"
"WfiMorphBundle"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Sense"	"rel"	"LexSense"	"atomic"
"WfiWordform"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Analyses"	"owning"	"WfiAnalysis"	"col"
"WfiWordform"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Checksum"	"basic"	"Integer"	
"WfiWordform"	"CmObject"	"false"	"out"	"not-domain-reachable"	"Form"	"basic"	"MultiUnicode"	
"WfiWordform"	"CmObject"	"false"	"out"	"not-domain-reachable"	"SpellingStatus"	"basic"	"Integer"	
